Recipient,Activity name,Award amount,Award date,Decision Month,Decision quarter,ACE Area,Local authority,Main discipline,Strand,Time-Limited Priority
Andrew Wood,Developing Jazz Performance In The East Midlands: Nottingham Jazz Jam,"£14,756",2-Mar-21,March,Q4,Midlands,Nottingham,Music,Grassroots Music,
The Gramophones Theatre Company,The Gramophones digital offer,"£14,816",2-Mar-21,March,Q4,Midlands,Nottingham,Theatre,"£15,000 and below",
Rosa Postlethwaite,Rosa Postlethwaite Portfolio Development,"£14,966",2-Mar-21,March,Q4,Midlands,Coventry,Theatre,"£15,000 and below",
Roger Robinson,The Advisor,"£14,940",2-Mar-21,March,Q4,Midlands,West Northamptonshire,Literature,"£15,000 and below",
Megan Smith,Dance Research & Development - Exploring the impact of human actions in correlation to the environment.,"£6,800",2-Mar-21,March,Q4,Midlands,Erewash,Dance,"£15,000 and below",
Rachel Carter,Pilgrim Women,"£13,175",2-Mar-21,March,Q4,Midlands,Broxtowe,Visual arts,"£15,000 and below",
Siobhán Cannon-Brownlie,Major Labia Show at Nottingham Playhouse,"£15,681",2-Mar-21,March,Q4,Midlands,Rushcliffe,Theatre,"£15,000 and below",
Villiers Quartet,Diversity and the British String Quartet,"£14,850",2-Mar-21,March,Q4,Midlands,Broxtowe,Music,"£15,000 and below",
Edward Grimoldby,Find your Flow - Exploring Flow Arts & Digital Theatre,"£13,300",3-Mar-21,March,Q4,North,"Kingston upon Hull, City of",Dance,"£15,000 and below",
Lucy English,Lyra Bristol Poetry Festival,"£14,757",3-Mar-21,March,Q4,South West,"Bristol, City of",Literature,"£15,000 and below",
Westbourne Publishers Ltd,"Rise, Women of Colour Who Changed the World book project","£7,500",3-Mar-21,March,Q4,London,Westminster,Visual arts,"£15,000 and below",
Michael Powell,Calder Folk,"£11,550",3-Mar-21,March,Q4,North,Calderdale,Visual arts,"£15,000 and below",
Rebecca Glendenning-Laycock,'Chained Reaction'  Phase One,"£11,914",3-Mar-21,March,Q4,North,Newcastle upon Tyne,Theatre,"£15,000 and below",
Jodie Blemings,Online Modular Platform for Distance Based Learning in Contemporary Dance Technique,"£14,971",3-Mar-21,March,Q4,London,Hounslow,Dance,"£15,000 and below",
Buglight Theatre,Glow development,"£14,971",3-Mar-21,March,Q4,North,Doncaster,Theatre,"£15,000 and below",
Manpreet Kambo,Continued development and creation of new work,"£3,486",3-Mar-21,March,Q4,North,Newcastle upon Tyne,Visual arts,"£15,000 and below",
Rosalynn Whiteley,The Cabaret at the End of the World R&D,"£14,840",3-Mar-21,March,Q4,South East,Reading,Theatre,"£15,000 and below",
Keira Mari Martin,Familiar Struggle - R&D for a new outdoor Contemporary Irish Dance & Music show,"£14,950",3-Mar-21,March,Q4,North,Leeds,Dance,"£15,000 and below",
Warren Draper,Good Vibrations: No Sounds Are Out Of Bounds,"£5,017",3-Mar-21,March,Q4,North,Doncaster,Music,"£15,000 and below",
Jeremy Allen,Analyse Thou,"£14,705",3-Mar-21,March,Q4,South East,Oxford,Theatre,"£15,000 and below",
Nicki Davy,Eva (writing),"£9,416",3-Mar-21,March,Q4,North,Leeds,Theatre,"£15,000 and below",
Elizabeth Jane Klotz,‘a really small dance’: Final R&D and Production,"£15,000",3-Mar-21,March,Q4,North,Gateshead,Dance,"£15,000 and below",
Anna Brownsted,2021 Live Work,"£15,000",3-Mar-21,March,Q4,South East,Cambridge,Combined arts,"£15,000 and below",
The Wonder Pot,The Wonder Pot - Digital Work,"£12,009",3-Mar-21,March,Q4,North,Liverpool,Music,"£15,000 and below",
Nymphs & Thugs Recording Co.,Disarm Hate x Poetry,"£15,000",3-Mar-21,March,Q4,North,Wakefield,Literature,"£15,000 and below",
Trouble At Mill Events,Venue Development Project,"£14,992",3-Mar-21,March,Q4,North,York,Music,Grassroots Music,
Cognitive Sensations,Cognitive Sensations: Organisational Development 2021,"£14,966",3-Mar-21,March,Q4,North,Liverpool,Visual arts,"£15,000 and below",
Jyll Bradley,M.R. by Jyll Bradley,"£14,910",3-Mar-21,March,Q4,London,Southwark,Visual arts,"£15,000 and below",
Arts Education Exchange,Arts Engagement Project,"£14,957",3-Mar-21,March,Q4,South East,Thanet,Combined arts,"£15,000 and below",
Northern Film & Media,BLUEPRINT Artist Filmmaker Development Programme,"£49,998",3-Mar-21,March,Q4,North,Gateshead,Visual arts,"Above £15,000",
THE FERAL ART SCHOOL,Pathways to Practice,"£47,105",3-Mar-21,March,Q4,North,North Lincolnshire,Visual arts,"Above £15,000",
The Northern School of Art,The Northern Festival of Illustration 4,"£33,069",3-Mar-21,March,Q4,North,Middlesbrough,Visual arts,"Above £15,000",
Andrea Heaton,Smile Club Audio Series,"£14,999",3-Mar-21,March,Q4,North,Leeds,Theatre,"£15,000 and below",
North Lincolnshire Arts Forum,North Lincs Festival of Creativity R&D,"£15,800",3-Mar-21,March,Q4,North,North Lincolnshire,Combined arts,"£15,000 and below",
Antje Diedrich,Another Goodbye,"£11,989",3-Mar-21,March,Q4,South East,Bedford,Theatre,"£15,000 and below",
Ian Humphreys,Sylvia Plath 90th Birthday Anthology,"£8,500",3-Mar-21,March,Q4,North,Calderdale,Literature,"£15,000 and below",
Kill The Cat Theatre,"Company Development, Outreach & Workshop Programme & Technical Upskill","£15,000",3-Mar-21,March,Q4,South West,Cornwall,Theatre,"£15,000 and below",
Garlic Theatre,The Bag that went BOO!,"£14,427",3-Mar-21,March,Q4,South East,South Norfolk,Theatre,"£15,000 and below",
No Place Productions,"Listen. Create, Connect","£8,902",3-Mar-21,March,Q4,North,Liverpool,Theatre,"£15,000 and below",
Rebecca Jameson,Wilding Theatre R&D,"£15,000",3-Mar-21,March,Q4,North,Northumberland,Theatre,"£15,000 and below",
Lucie Brownlee,Wife After Death,"£3,248",3-Mar-21,March,Q4,North,County Durham,Theatre,"£15,000 and below",
Olivia Harris,How We Live Now,"£14,800",3-Mar-21,March,Q4,London,Hackney,Visual arts,"£15,000 and below",
Andrea Di Biase,Dugong's Third Album,"£6,290",3-Mar-21,March,Q4,London,Hackney,Music,"£15,000 and below",
Theatre Porto,Arts Trail,"£28,300",3-Mar-21,March,Q4,North,Cheshire West and Chester,Theatre,"Above £15,000",
3 hearts canvas,Smoke R&D,"£2,720",3-Mar-21,March,Q4,London,Hackney,Theatre,"£15,000 and below",
Louise Monks,Haiflu Ever After,"£14,580",3-Mar-21,March,Q4,South West,Mendip,Literature,"£15,000 and below",
The Paper Birds Theatre Company,School of Hope: Digital Arts Youth Engagement Project,"£47,540",3-Mar-21,March,Q4,North,Leeds,Theatre,"Above £15,000",
RAPT Theatre,Pier to Pier,"£12,500",3-Mar-21,March,Q4,South East,Adur,Combined arts,"£15,000 and below",
Tyler Hoyland,The Little Fat Kid Who Couldn't,"£2,182",3-Mar-21,March,Q4,South West,"Bournemouth, Christchurch and Poole",Theatre,"£15,000 and below",
Take the Space,The Dolly Project,"£13,966",3-Mar-21,March,Q4,South East,Brighton and Hove,Theatre,"£15,000 and below",
Phil Jacob,Music Education Project,"£12,000",3-Mar-21,March,Q4,North,Bury,Music,"£15,000 and below",
Claudia Moseley,Gallery Rosenfeld Exhibition,"£14,900",3-Mar-21,March,Q4,South East,Ashford,Visual arts,"£15,000 and below",
Festival of Making CIC,Festival of Making 2021,"£95,000",3-Mar-21,March,Q4,North,Lancaster,Combined arts,"Above £15,000",
By Jove Theatre,The Gentlest Work,"£7,596",3-Mar-21,March,Q4,London,Southwark,Theatre,"£15,000 and below",
Katherine Manners,Threads,"£1,957",3-Mar-21,March,Q4,London,Waltham Forest,Theatre,"£15,000 and below",
Alicia Paz,"Rio y Mar, research, development and production for two exhibitions","£11,673",3-Mar-21,March,Q4,London,Wandsworth,Visual arts,"£15,000 and below",
Jordan John,These Streets,"£1,978",3-Mar-21,March,Q4,London,Westminster,Literature,"£15,000 and below",
Hannah Eaton,Ghost Salon,"£13,291",3-Mar-21,March,Q4,South East,Brighton and Hove,Combined arts,"£15,000 and below",
Amanda Tuke,A natural year in the Great North Wood - nature-writing residency,"£13,600",3-Mar-21,March,Q4,London,Southwark,Literature,"£15,000 and below",
One Dance UK,DancePassion2021,"£250,000",3-Mar-21,March,Q4,Midlands,Birmingham,Dance,"National activity above £100,000",
Joanne Coates,"‘Lure of the Land.’ Gender Bias, rurality and farming a touring exhibition.","£15,000",3-Mar-21,March,Q4,North,Richmondshire,Visual arts,"£15,000 and below",
Charlotte Lion,Let Hope Arise,"£2,900",3-Mar-21,March,Q4,South East,Buckinghamshire,Combined arts,"£15,000 and below",
Sophie Parkes-Nield,The Tameside WordShop,"£6,331",3-Mar-21,March,Q4,North,Tameside,Literature,"£15,000 and below",
Cathy Crabb,Circuit Break Writing Groups,"£17,800",3-Mar-21,March,Q4,North,Oldham,Literature,"£15,000 and below",
Warren Harper,How to Make a Bomb -- Estuary Festival 2021,"£15,000",3-Mar-21,March,Q4,South East,Basildon,Visual arts,"£15,000 and below",
Paul Rooney,Lindisfarne Castle Installation Project,"£24,380",3-Mar-21,March,Q4,North,Liverpool,Visual arts,"Above £15,000",
Stephen Spender Trust,Multilingual Creators,"£14,650",3-Mar-21,March,Q4,South East,Oxford,Literature,"£15,000 and below",
Dorcas Sebuyange,Vice Versa,"£6,914",3-Mar-21,March,Q4,North,Liverpool,Theatre,"£15,000 and below",
Chrysalis Arts Development Ltd,Five Hectares,"£35,000",3-Mar-21,March,Q4,North,Craven,Visual arts,"Above £15,000",
hilary jack,Magical time 2,"£12,300",3-Mar-21,March,Q4,North,Cheshire East,Visual arts,"£15,000 and below",
Elinor Lewis,TIMBER - Final Phase of Development,"£10,744",3-Mar-21,March,Q4,South West,Somerset West and Taunton,Dance,"£15,000 and below",
Jonathan Young,Tempus Fugit: R & D Workshops REVISED FOLLOWING FEEDBACK,"£15,000",3-Mar-21,March,Q4,South East,West Suffolk,Theatre,"£15,000 and below",
Amanda Kelleher,A story to save the world,"£14,950",3-Mar-21,March,Q4,South East,Chelmsford,Theatre,"£15,000 and below",
Sophie Rogers,3 Minutes to Midnight,"£11,025",3-Mar-21,March,Q4,London,Hackney,Combined arts,"£15,000 and below",
Blackpool Illuminations,Lightpool Artists' R&D Programme,"£48,000",3-Mar-21,March,Q4,North,Blackpool,Visual arts,"Above £15,000",
ZooNation: The Kate Prince Company Ltd,The Artists,"£38,885",3-Mar-21,March,Q4,London,Islington,Dance,"Above £15,000",
Zara Sands,Hibernation Dream,"£13,843",3-Mar-21,March,Q4,South East,Guildford,Dance,"£15,000 and below",
Damn Cheek Productions CIC,Passion for the Planet,"£5,000",3-Mar-21,March,Q4,South East,Mole Valley,Theatre,"£15,000 and below",
Billingham International Folklore Festival of World Dance,'The Two Fridas' Tour,"£39,000",3-Mar-21,March,Q4,North,Stockton-on-Tees,Combined arts,"Above £15,000",
Tmesis Theatre,Physical Fest 2021,"£49,896",3-Mar-21,March,Q4,North,Liverpool,Theatre,"Above £15,000",
Robert Green,EP Recording and Launch,"£14,991",3-Mar-21,March,Q4,North,Leeds,Music,"£15,000 and below",
Jacob Aldcroft,Paint The Town,"£3,485",3-Mar-21,March,Q4,South West,"Bristol, City of",Theatre,"£15,000 and below",
Ada Jusic,Fresh Paint,"£8,694",3-Mar-21,March,Q4,London,Newham,Visual arts,"£15,000 and below",
Akeim Toussaint Buck,Souls & Cells: Research & Development,"£14,892",3-Mar-21,March,Q4,North,Leeds,Dance,"£15,000 and below",
Paul Jones,Who Cares?,"£15,000",3-Mar-21,March,Q4,South West,Havant,Combined arts,"£15,000 and below",
Short Supply,Short Supply Programme 21-22,"£15,135",3-Mar-21,March,Q4,North,Salford,Visual arts,"£15,000 and below",
Annie Herridge,The Woodland Clan Activity Trail 2021,"£14,142",3-Mar-21,March,Q4,South West,"Bournemouth, Christchurch and Poole",Combined arts,"£15,000 and below",
Preston Caribbean Carnival Ltd.,Preston Caribbean Carnival 47,"£55,000",3-Mar-21,March,Q4,North,Preston,Combined arts,"Above £15,000",
St Clement and St James Community Development Project,Carnival Arts,"£10,000",3-Mar-21,March,Q4,London,Kensington and Chelsea,Combined arts,"£15,000 and below",
La Petite Mort Theatre,Dance & Health Hub Development with Organisation Development,"£50,206",3-Mar-21,March,Q4,North,Lancaster,Dance,"Above £15,000",
Olga Kaleta,Period Drama Outdoor Show & Film Creation (Resubmission),"£15,320",3-Mar-21,March,Q4,South West,"Bristol, City of",Theatre,"£15,000 and below",
Godiva Awakes Trust,Bridge 2021,"£240,000",3-Mar-21,March,Q4,Midlands,Coventry,Combined arts,"National activity above £100,000",
JAM,JAM on the Marsh 2021,"£42,000",4-Mar-21,March,Q4,South East,Ashford,Music,"Above £15,000",
Joanne Sheffield,Quicksmiths development,"£18,765",4-Mar-21,March,Q4,South East,Folkestone and Hythe,Literature,"Above £15,000",
Danyah Miller Storyteller,The Secret Garden Project,"£42,000",4-Mar-21,March,Q4,South East,Waverley,Theatre,"Above £15,000",
Anna Berry,Play>Breathing Room,"£25,040",4-Mar-21,March,Q4,South East,Milton Keynes,Visual arts,"Above £15,000",
Focal Point Gallery,FPG Sounds,"£52,100",4-Mar-21,March,Q4,South East,Southend-on-Sea,Visual arts,"Above £15,000",
H2DANCE,Performance installation Amplified Edition No.2 plus org dev,"£36,000",4-Mar-21,March,Q4,South East,Colchester,Dance,"Above £15,000",
Exit Pursued by Panda Theatre Company,Creating Apart,"£28,210",4-Mar-21,March,Q4,South East,Wokingham,Theatre,"Above £15,000",
Bare Lit,Bare Lit 2021,"£49,612",5-Mar-21,March,Q4,London,Lewisham,Literature,"Above £15,000",
Felix Choong,Visual Arts Publication (Working title: State of Affairs),"£3,193",5-Mar-21,March,Q4,London,Southwark,Visual arts,"£15,000 and below",
Rory Howes,In Charge - Research and Development,"£12,346",5-Mar-21,March,Q4,London,Waltham Forest,Theatre,"£15,000 and below",
Bad Betty Press Limited,Bad Betty 2021 Publishing / Events Programme,"£15,000",5-Mar-21,March,Q4,London,Haringey,Literature,"£15,000 and below",
Sandra Seutin,Boy Breaking Glass - Digital Delivery,"£14,944",5-Mar-21,March,Q4,London,Haringey,Dance,"£15,000 and below",
VocalEyes,100 Videos Described,"£44,549",5-Mar-21,March,Q4,London,Southwark,Not discipline specific,"Above £15,000",
Film and Video Umbrella,Online Programme,"£28,000",5-Mar-21,March,Q4,London,Southwark,Visual arts,"Above £15,000",
Theatre Peckham,...cake,"£66,565",5-Mar-21,March,Q4,London,Southwark,Theatre,"Above £15,000",
Thomas Mallender,Write-London New Voices & Unheard Tales,"£12,766",5-Mar-21,March,Q4,London,Hammersmith and Fulham,Literature,"£15,000 and below",
Tannika Williams-Nelson,Wordplay Poetry,"£5,688",5-Mar-21,March,Q4,London,Brent,Literature,"£15,000 and below",
Polka Theatre,RED: Polka Children's Theatre Re-opening Promenade Production,"£75,435",5-Mar-21,March,Q4,London,Merton,Theatre,"Above £15,000",
Charlene Salter,'The Interrogation' R&D,"£16,375",5-Mar-21,March,Q4,London,Hackney,Theatre,"£15,000 and below",
Dhruv Arts,Masters of Karnataka,"£14,850",5-Mar-21,March,Q4,London,Redbridge,Music,"£15,000 and below",
RicNic,RicNic - Creative Youth Engagement Post Covid-19 (Revised Submission),"£25,000",5-Mar-21,March,Q4,London,Westminster,Theatre,"Above £15,000",
Ovalhouse Theatre Ltd,Talk it out/On these streets,"£58,920",5-Mar-21,March,Q4,London,Lambeth,Combined arts,"Above £15,000",
soundCamp,SC8 Off Grid,"£29,000",5-Mar-21,March,Q4,London,Lambeth,Visual arts,"Above £15,000",
Two Lines Productions Ltd,Waiting For Lefty,"£14,948",5-Mar-21,March,Q4,London,Hackney,Theatre,"£15,000 and below",
Paul Cree,Eyeballz,"£7,125",5-Mar-21,March,Q4,London,Greenwich,Combined arts,"£15,000 and below",
Talk About Art,Talk About Art & The Environment,"£14,550",5-Mar-21,March,Q4,London,Lewisham,Visual arts,"£15,000 and below",
Emily Aboud,Bogeyman R&D,"£14,916",5-Mar-21,March,Q4,London,Lambeth,Theatre,"£15,000 and below",
Peer UK,A Swirl of Words – Digital Public Programme,"£19,750",5-Mar-21,March,Q4,London,Hackney,Visual arts,"Above £15,000",
The Lyric Theatre Hammersmith Limited,Heart of Hammersmith,"£49,000",8-Mar-21,March,Q4,London,Hammersmith and Fulham,Theatre,"Above £15,000",
Cell Project Space,2021 Programme & Live Art,"£21,000",8-Mar-21,March,Q4,London,Tower Hamlets,Visual arts,"Above £15,000",
Theatre-Rites,The Global Playground,"£49,880",8-Mar-21,March,Q4,London,Tower Hamlets,Theatre,"Above £15,000",
Bars For Days Limited,Live Showcase,"£38,000",8-Mar-21,March,Q4,London,Hackney,Music,Grassroots Music,
Camden Arts Centre,Open Up - CAC artist-led programme,"£59,484",8-Mar-21,March,Q4,London,Camden,Visual arts,"Above £15,000",
London School of Mosaic,Ludham Undercroft Development,"£53,000",8-Mar-21,March,Q4,London,Camden,Visual arts,"Above £15,000",
Talawa Theatre Company Ltd,Run It Back,"£85,369",8-Mar-21,March,Q4,London,Croydon,Theatre,"Above £15,000",
Collective Encounters,Collective Encounters Project Grants 2021,"£30,000",8-Mar-21,March,Q4,North,Liverpool,Theatre,"Above £15,000",
Half Moon Young People's Theatre,Narratives of Empathy and Resilience,"£47,261",8-Mar-21,March,Q4,London,Tower Hamlets,Theatre,"Above £15,000",
Bureau of Silly Ideas,Gem Minor,"£88,822",8-Mar-21,March,Q4,London,Lambeth,Combined arts,"Above £15,000",
Malik Nashad Sharpe,"2021: R+D, performances, adapting work and building an infrastructure","£43,415",8-Mar-21,March,Q4,London,Hackney,Dance,"Above £15,000",
BlackBox Theatre Company,Blithe Spirit Tour,"£14,650",9-Mar-21,March,Q4,South West,Fareham,Theatre,"£15,000 and below",
Gary Sullivan,Musical Footprints 1,"£9,532",9-Mar-21,March,Q4,London,Newham,Music,"£15,000 and below",
Clare Fraenkel,I Was A German,"£9,949",9-Mar-21,March,Q4,London,Bromley,Theatre,"£15,000 and below",
