Recipient,Activity name,Award amount,Award date,Decision Month,Decision quarter,ACE Area,Local authority,Main discipline,Strand,Time-Limited Priority
Preston City Council,Encounter Festival 2024,"£96,000",7-Mar-24,March,Q4,North,Preston,Combined arts,"Above £30,000",
Orchestra of the Swan,Music Without Barriers,"£63,362",8-Mar-24,March,Q4,Midlands,Warwick,Music,"Above £30,000",
Nottinghamshire County Council - Cultural Services,Captivate April 2024,"£98,387",8-Mar-24,March,Q4,Midlands,Rushcliffe,Combined arts,"Above £30,000",
Chesterfield Borough Council,Chesterfield Theatres and Museum,"£98,750",8-Mar-24,March,Q4,Midlands,Chesterfield,Not discipline specific,"Above £30,000",
HQ CAN CIC,HQ & Friends Open Mic Night & Studio,"£39,500",8-Mar-24,March,Q4,Midlands,Leicester,Music,"Above £30,000",Supporting Grassroots Music
Youth Landscapers Collective CIC,Youth Landscapers Collective: learning and growing 23-26,"£52,824",8-Mar-24,March,Q4,Midlands,Nottingham,Combined arts,"Above £30,000",
The OHMI Trust,OHMI Music-Makers Whole Class Expansion 2024-25,"£60,000",8-Mar-24,March,Q4,Midlands,Birmingham,Music,"Above £30,000",
Luca Macchi,Music in Movement Workshops Delivery,"£4,580",11-Mar-24,March,Q4,South West,"Bristol, City of",Music,"£30,000 and below",
ARTS TRUST Productions,KCSS24 (Resubmission) V2,"£27,300",11-Mar-24,March,Q4,South East,Tendring,Combined arts,"£30,000 and below",
Mentoring Matters,Mentoring and Events,"£30,000",11-Mar-24,March,Q4,London,Hastings,Combined arts,"£30,000 and below",
Folkestone Music Town,Folkestone Music Town 2024,"£28,500",11-Mar-24,March,Q4,South East,Folkestone and Hythe,Music,"£30,000 and below",
Karen Goddard,R&D Duleep Singh - a new script by Hannah Kumari,"£18,000",11-Mar-24,March,Q4,South East,East Suffolk,Theatre,"£30,000 and below",
Amelia Manders,Mille Manders: album & tour; supporting trans/cis gender women in the music industry,"£29,745",11-Mar-24,March,Q4,South East,Norwich,Music,"£30,000 and below",
PROJEKT EUROPA,"Migrant Visibility, Creativity & Resilience - building our legacy as a new charity","£96,321",11-Mar-24,March,Q4,South East,Canterbury,Theatre,"Above £30,000",
Small Nose...Small Change C.I.C,Organisational Development,"£29,727",11-Mar-24,March,Q4,South East,Peterborough,Theatre,"£30,000 and below",
John Ferguson,Suffolk Women in Art,"£26,100",11-Mar-24,March,Q4,South East,Ipswich,Visual arts,"£30,000 and below",
Rushmoor Borough Council,Elevating Victoria Day,"£30,000",11-Mar-24,March,Q4,South West,Rushmoor,Combined arts,"£30,000 and below",
John Williams,No One is Listening ( A Ghost story),"£28,514",11-Mar-24,March,Q4,South West,Somerset,Theatre,"£30,000 and below",
Human Hive,"One World Orchestra - beyond the labels, united through music RESUBMIT","£36,754",11-Mar-24,March,Q4,South East,Adur,Music,"£30,000 and below",
Baltic Studios,Baltic ATM 2024,"£29,866",13-Mar-24,March,Q4,London,Hackney,Music,"£30,000 and below",Supporting Grassroots Music
Marcella Rick,Potato Milk,"£19,600",13-Mar-24,March,Q4,North,Liverpool,Theatre,"£30,000 and below",
Calista Georget,RESUBMISSION: ‘Love Highland’ - Empowering youth with R&D of this cutting-edge new musical,"£25,206",13-Mar-24,March,Q4,South East,Horsham,Theatre,"£30,000 and below",
Lakeside Creatives Ltd,Kendal Calling Festival: LEAD,"£29,976",13-Mar-24,March,Q4,North,Manchester,Combined arts,"£30,000 and below",
Rachel Prendergast,Dystopian Hellscape Tour 2024,"£24,810",13-Mar-24,March,Q4,South East,Thanet,Combined arts,"£30,000 and below",
King Street Arts (Lancaster) CIC,Venus Revisited:Post-menopausal Women's Self Image Project,"£18,353",13-Mar-24,March,Q4,North,Lancaster,Visual arts,"£30,000 and below",
1DegreeEast,South by South East Festival 2024,"£31,650",13-Mar-24,March,Q4,South East,East Suffolk,Combined arts,"£30,000 and below",
Danielle Slade,Now we are here,"£25,935",13-Mar-24,March,Q4,North,Northumberland,Theatre,"£30,000 and below",
Silver Lining Animation,Middlesbrough Musuems Animated Exhibit,"£26,213",13-Mar-24,March,Q4,North,Middlesbrough,Museums,"£30,000 and below",Unlocking Collections
West Northamptonshire Council,Dancing on the high street,"£2,000",13-Mar-24,March,Q4,Midlands,West Northamptonshire,Libraries,"£30,000 and below",Universal Library Offers
West Lindsey District Council,West Lindsey District Council,"£30,000",13-Mar-24,March,Q4,Midlands,West Lindsey,Combined arts,"£30,000 and below",
KentPoetryCIC,Kent Poetry Championship Slam,"£29,408",13-Mar-24,March,Q4,South East,Dover,Literature,"£30,000 and below",
Mitch Donaldson,"England tour of Olive Boy, a theatre show for adolescents, to priority rural and deprived areas","£37,285",13-Mar-24,March,Q4,North,Northumberland,Theatre,"£30,000 and below",
MProductiontime2show,Time 2 Show (Resubmision),"£35,000",13-Mar-24,March,Q4,Midlands,Mansfield,Combined arts,"£30,000 and below",
Nikki Mclusky,Circus Starlight’s Toy Shop Adventure,"£28,954",13-Mar-24,March,Q4,Midlands,North Kesteven,Theatre,"£30,000 and below",
Matthew Humphreys,"Mervyn, Alone (6)","£19,100",13-Mar-24,March,Q4,Midlands,West Northamptonshire,Visual arts,"£30,000 and below",
Bobby Britnell,The Bettws Triangle,"£3,000",13-Mar-24,March,Q4,Midlands,Shropshire,Music,"£30,000 and below",
Yan Sui Cheung,Noise Artists’ Network,"£31,955",13-Mar-24,March,Q4,Midlands,Chesterfield,Visual arts,"£30,000 and below",
Tinderbox Music UK,Tinderbox,"£29,856",13-Mar-24,March,Q4,South East,Lewes,Music,"£30,000 and below",
John Knowles,America Ground -The Musical,"£18,299",13-Mar-24,March,Q4,South East,Hastings,Theatre,"£30,000 and below",
Barrow Underground Music Society,Summer Music Boost,"£28,120",13-Mar-24,March,Q4,North,Westmorland and Furness,Music,"£30,000 and below",Supporting Grassroots Music
Kate Darach,Boxes R&D and Performances,"£10,423",13-Mar-24,March,Q4,South East,Brighton and Hove,Theatre,"£30,000 and below",
Agustina Ramos Ekongo,Creative British Black History Month 24,"£15,000",13-Mar-24,March,Q4,North,Warrington,Visual arts,"£30,000 and below",
Graeme Phillips MBE,Krapp's Last Tape @ Unity Theatre,"£14,274",13-Mar-24,March,Q4,North,Sefton,Theatre,"£30,000 and below",
Ali Al-Jamri,Poetry & Textiles: The Handloom Weavers' Debate,"£14,249",13-Mar-24,March,Q4,North,Bury,Literature,"£30,000 and below",
Eastern Margins Limited,Eastern Margins Festival,"£27,000",13-Mar-24,March,Q4,London,Camden,Combined arts,"£30,000 and below",Supporting Grassroots Music
Amy Merrigan,"Development, delivery + workshop strand of Paula Varjack's new show DAMAGE/CONTROL","£29,598",13-Mar-24,March,Q4,London,Lewisham,Theatre,"£30,000 and below",
Global Music Academy,Rachid Gholam | Maqam Festival 2024 ACE application,"£29,994",13-Mar-24,March,Q4,London,Islington,Music,"£30,000 and below",
Come For Gold Ltd,Research & development Bid,"£24,996",13-Mar-24,March,Q4,London,Hackney,Theatre,"£30,000 and below",
Emma McNally,Emma McNally / 'The Earth is Knot Flat' (RESUBMISSION),"£23,445",13-Mar-24,March,Q4,London,Hackney,Visual arts,"£30,000 and below",
Deli Segal,Discovering my Jewish 'Roots' Through the Letters of Arnold Wesker,"£16,048",13-Mar-24,March,Q4,London,Islington,Theatre,"£30,000 and below",
Ben Judd,The Origin - Artist's Book,"£6,500",13-Mar-24,March,Q4,London,Hackney,Visual arts,"£30,000 and below",
Dickson Mbi Company,Tellus - R&D,"£30,000",13-Mar-24,March,Q4,London,Barking and Dagenham,Dance,"£30,000 and below",
TripIdeas,RESUBMISSION LIFESPAN,"£29,950",14-Mar-24,March,Q4,London,Hackney,Dance,"£30,000 and below",
DE-MYS-TIFY,DE-MYS-TIFY Summer 2024 Term,"£33,665",14-Mar-24,March,Q4,London,Camden,Theatre,"£30,000 and below",
Peabody Trust,Thamesmead Festival 2024,"£30,000",14-Mar-24,March,Q4,London,Southwark,Combined arts,"£30,000 and below",
Pecs Drag Kings,Pecs Drag Artistic Programme 2024,"£34,787",14-Mar-24,March,Q4,London,Barnet,Theatre,"£30,000 and below",
Caboclos Ltd,Catapluf Musical Journey,"£27,729",14-Mar-24,March,Q4,London,Lewisham,Music,"£30,000 and below",
Arts & Health Hub C.I.C,Peer to Peer,"£8,987",14-Mar-24,March,Q4,London,Southwark,Combined arts,"£30,000 and below",
Claremont Project (Islington),Closer,"£6,233",14-Mar-24,March,Q4,London,Islington,Not discipline specific,"£30,000 and below",
Ukon Careers,Barking & Dagenham Carnival Arts Change & Growth 2024,"£65,236",18-Mar-24,March,Q4,London,Barking and Dagenham,Combined arts,"Above £30,000",
SUNG IM HER,Tomorrowisnowtodayisyesterday (TiNTiY) Creation,"£42,272",18-Mar-24,March,Q4,London,Newham,Dance,"Above £30,000",
Good Chance Theatre,From Here On,"£95,699",18-Mar-24,March,Q4,London,Croydon,Dance,"Above £30,000",
Pop Up Projects CIC,Children For Change,"£75,884",18-Mar-24,March,Q4,London,Islington,Literature,"Above £30,000",
Red Herring Productions,Stepping Out and The Park Up,"£82,979",19-Mar-24,March,Q4,South West,Torridge,Combined arts,"Above £30,000",
Call Yourself An Artist CIC,Spennymoor Mural Festival,"£20,440",20-Mar-24,March,Q4,North,County Durham,Visual arts,"£30,000 and below",
The Endless Bookcase,Unheard Voices,"£8,700",20-Mar-24,March,Q4,South East,St Albans,Literature,"£30,000 and below",
The Village Butty,Tooley's Arts Festival 2024,"£27,846",20-Mar-24,March,Q4,South East,Cherwell,Combined arts,"£30,000 and below",
Groundwork Gallery,Art for the environment,"£15,444",20-Mar-24,March,Q4,South East,King's Lynn and West Norfolk,Combined arts,"£30,000 and below",
Laura Cannell,The Woodland Portal: Real and Imagined Folklore Installation,"£11,000",20-Mar-24,March,Q4,South East,East Suffolk,Combined arts,"£30,000 and below",
Spring Into Action,Spring Into Drama,"£19,500",20-Mar-24,March,Q4,North,Hyndburn,Combined arts,"£30,000 and below",
cabinet of living cinema,The Orchestra of Water,"£12,470",20-Mar-24,March,Q4,South West,"Bournemouth, Christchurch and Poole",Music,"£30,000 and below",
Tom Marshman,Section 28 and Me,"£27,497",20-Mar-24,March,Q4,South West,North Somerset,Theatre,"£30,000 and below",
Uturnships CIC,Afro Food Fest 2024,"£14,700",20-Mar-24,March,Q4,South East,Thurrock,Combined arts,"£30,000 and below",
Aliasghar Torkaliaskari,The School of Whistling,"£13,890",20-Mar-24,March,Q4,London,City of London,Not discipline specific,"£30,000 and below",
Yewande Odunubi,"As I Write, I Listen - multi-disciplinary arts festival","£36,400",20-Mar-24,March,Q4,London,Ealing,Dance,"£30,000 and below",
The Big House,Blaze FM,"£24,252",20-Mar-24,March,Q4,London,Islington,Theatre,"£30,000 and below",
Asher Kenton,Portals Festival 2024 v3,"£30,000",20-Mar-24,March,Q4,London,Camden,Music,"£30,000 and below",Supporting Grassroots Music
Simon Roberts,BeatGeek 2024,"£19,942",20-Mar-24,March,Q4,London,Camden,Music,"£30,000 and below",
Move Manchester Ltd,Queeries Phase 2,"£29,680",20-Mar-24,March,Q4,North,Manchester,Dance,"£30,000 and below",
Hackney Libraries,Art at Heart: Hackney Libraries Reimagined,"£29,670",20-Mar-24,March,Q4,London,Hackney,Libraries,"£30,000 and below",Universal Library Offers
BASHIR RUTASINGWA,"ACD Arts Drumfest - East African & Pan-African folk forms activate CYP's creativity, new pedagogies & org visibility","£30,000",20-Mar-24,March,Q4,London,Hackney,Combined arts,"£30,000 and below",
THE DOT COLLECTIVE,The Dream Sequence,"£27,922",20-Mar-24,March,Q4,London,Southwark,Theatre,"£30,000 and below",
Rachida LAMRI,DzFest - The Algerian Festival for Arts & Culture - 2nd edition,"£17,500",20-Mar-24,March,Q4,London,Waltham Forest,Combined arts,"£30,000 and below",
Woven Nest Theatre,"Milk, Two Sugars Tour","£25,340",20-Mar-24,March,Q4,North,Gateshead,Theatre,"£30,000 and below",
Liberty Hughes,The Wirral Viking Festival,"£17,990",20-Mar-24,March,Q4,North,Wirral,Combined arts,"£30,000 and below",
Adam Baird,Breath on the Wind,"£4,160",20-Mar-24,March,Q4,North,Liverpool,Theatre,"£30,000 and below",
Victoria Briggs,Resubmission Earth Mother R&D,"£23,304",20-Mar-24,March,Q4,South West,Wiltshire,Theatre,"£30,000 and below",
Melanie Rashbrooke,Untold Stories: Sunderland - an interactive creative trail made with young changemakers and the local community,"£30,000",20-Mar-24,March,Q4,North,Newcastle upon Tyne,Theatre,"£30,000 and below",
Deal Music and Arts Limited,Deal Festival embracing Diversity 2024,"£25,985",20-Mar-24,March,Q4,South East,Canterbury,Music,"£30,000 and below",
The Pied Piper Theatre Company,Town Mouse & Country Mouse,"£32,010",20-Mar-24,March,Q4,South East,Waverley,Theatre,"£30,000 and below",
Nat Luurtsema,'Hot Girl Summer' Creation and Development Phase,"£13,385",20-Mar-24,March,Q4,London,Islington,Theatre,"£30,000 and below",
Octavia Cogher,mosaic&mingle,"£2,500",20-Mar-24,March,Q4,London,Lambeth,Visual arts,"£30,000 and below",
Esme Benjamin,Free and MALfunctioning,"£8,119",20-Mar-24,March,Q4,London,Hackney,Dance,"£30,000 and below",
RMBC Events Team,WoW Rotherham 2024,"£29,500",20-Mar-24,March,Q4,North,Rotherham,Combined arts,"£30,000 and below",
Phoenix Cultural Centre,Fiery Bird (Grassroots) Americana Festival,"£16,780",20-Mar-24,March,Q4,South East,Woking,Music,"£30,000 and below",Supporting Grassroots Music
Stanwell Events,Multi-Cultural Day,"£15,000",20-Mar-24,March,Q4,South East,Spelthorne,Combined arts,"£30,000 and below",
Adam Kammerling,Hounslow Schools Slam,"£26,392",20-Mar-24,March,Q4,London,Hackney,Literature,"£30,000 and below",
he zhang,Project Atom Boi,"£21,278",20-Mar-24,March,Q4,London,Tower Hamlets,Theatre,"£30,000 and below",
Julian Ehsan,Activating the Bengali Photo Archive: A Co-Curated Exhibition,"£20,000",20-Mar-24,March,Q4,London,Tower Hamlets,Visual arts,"£30,000 and below",
Eleanor Harriss,True Story R&D,"£20,018",20-Mar-24,March,Q4,London,Lambeth,Theatre,"£30,000 and below",
Switchflicker Productions,Family Catwalk Extravaganza - Tour 2024,"£19,500",20-Mar-24,March,Q4,North,Manchester,Theatre,"£30,000 and below",
Luton Borough Council,The Luton Programme,"£799,835",21-Mar-24,March,Q4,South East,Luton,Not discipline specific,"Above £30,000 - Place Partnership project",NULL
First Light Festival CIC,The Battery of Ideas,"£700,000",21-Mar-24,March,Q4,South East,East Suffolk,Not discipline specific,"Above £30,000 - Place Partnership project",NULL
Children's Capital of Culture 2025,CCoC - Chapter 2,"£92,915",21-Mar-24,March,Q4,North,Rotherham,Combined arts,"Above £30,000",
Middleton Railway Museum,Unlocking Our Collection - resubmission,"£47,212",21-Mar-24,March,Q4,North,Leeds,Museums,"Above £30,000",Unlocking Collections
The Herd Theatre,"CHAMPIONING FAMILY PLAY IN HULL: three projects that celebrate, nurture and advocate for play in Hull. A locally touring baby show, a co-created play map, and a piece of participatory street theatre","£88,501",21-Mar-24,March,Q4,North,"Kingston upon Hull, City of",Theatre,"Above £30,000",
Mirliton Productions,Making Tracks 2024,"£70,000",21-Mar-24,March,Q4,North,Sheffield,Music,"Above £30,000",
CircusMASH,Hullabaloo 2024 Feb,"£29,925",21-Mar-24,March,Q4,Midlands,Birmingham,Theatre,"£30,000 and below",
Midlands World Music Consortium,International networks and development opportunities,"£13,950",21-Mar-24,March,Q4,Midlands,Birmingham,Music,"£30,000 and below",
Rochdale MBC,Wild Wanders,"£71,000",21-Mar-24,March,Q4,North,Rochdale,Combined arts,"Above £30,000",
Speaking Volumes Live Literature Productions,Breaking Ground Ireland - UK Live Event Series,"£52,423",21-Mar-24,March,Q4,London,Lambeth,Literature,"Above £30,000",
Jane Lillystone,Stoke-on-Trent: A Living Heritage City,"£30,000",21-Mar-24,March,Q4,Midlands,Stoke-on-Trent,Combined arts,"£30,000 and below",
Proud and Diverse Cumbria,Whitehaven Diversity Arts Hub,"£92,604",21-Mar-24,March,Q4,North,Cumberland,Combined arts,"Above £30,000",
Brighton Dome & Festival Limited,Place Partnership Fund,"£900,000",21-Mar-24,March,Q4,South East,Brighton and Hove,Not discipline specific,"Above £30,000 - Place Partnership project",NULL
Preston City Mela,Making Mela Moments,"£89,660",21-Mar-24,March,Q4,North,Preston,Combined arts,"Above £30,000",
Preston Caribbean Carnival Ltd.,Preston Caribbean Carnival Golden Jubilee Celebration,"£97,500",21-Mar-24,March,Q4,North,Preston,Combined arts,"Above £30,000",
New urban era,Art of Tamworth,"£29,790",21-Mar-24,March,Q4,Midlands,Tamworth,Combined arts,"£30,000 and below",
Scarlett Ward,Fawn Press Writers Development Programme.,"£26,091",21-Mar-24,March,Q4,Midlands,Cannock Chase,Literature,"£30,000 and below",
East Norfolk Sixth Form College,"Enjoy, Learn and Prosper","£150,000",21-Mar-24,March,Q4,South East,Great Yarmouth,Not discipline specific,"Above £30,000 - Place Partnership project",NULL
The Friends of Chain Bridge Forge,Virtual Art Village V4,"£57,000",22-Mar-24,March,Q4,Midlands,South Holland,Museums,"Above £30,000",Unlocking Collections
Creative Peaks,Creative Peaks Phase 2,"£37,063",22-Mar-24,March,Q4,Midlands,Staffordshire Moorlands,Music,"Above £30,000",Supporting Grassroots Music
Catherine Coe Ltd,All Stories 2024,"£44,994",22-Mar-24,March,Q4,South East,East Suffolk,Literature,"Above £30,000",
LOOPFEST in the Community CIC,LOOPFEST in the Community CIC 24,"£40,000",22-Mar-24,March,Q4,Midlands,Shropshire,Music,"Above £30,000",Supporting Grassroots Music
